file,where,original,updated
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-video.liquid,schema:blocks/0/settings/5/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-video.liquid,schema:blocks/0/settings/14/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-video.liquid,schema:blocks/0/settings/15/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-video.liquid,schema:blocks/0/settings/16/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-video.liquid,schema:blocks/0/settings/22/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/5/label,Activer l'inversion de couleur pour le logo,Activer l'inversion de color pour le logo
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/20/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/23/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/28/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/29/label,Afficher Connexion Compte Client,Afficher Connexion Account Client
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:settings/34/label,Couleur du bouton langue/devise,Color du bouton langue/devise
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:blocks/0/settings/4/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:blocks/0/settings/5/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:blocks/0/settings/8/label,Titre du lien,Title du lien
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:blocks/0/settings/12/label,Couleur du bouton langue/devise,Color du bouton langue/devise
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/navbar.liquid,schema:blocks/1/settings/4/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:settings/3/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/2/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/4/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/5/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/6/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/7/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/8/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/0/settings/9/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/1/settings/6/label,Cacher le compteur une fois terminé,Hide counter when completed
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/counter-elite.liquid,schema:blocks/1/settings/8/label,Couleur,Color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/dynamic-text.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/dynamic-text.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/dynamic-text.liquid,schema:settings/4/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/dynamic-text.liquid,schema:settings/6/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/dynamic-text.liquid,schema:settings/7/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/dynamic-text.liquid,schema:settings/9/label,Couleur du texte dynamique,Color du texte dynamique
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-article.liquid,schema:settings/3/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-article.liquid,schema:settings/6/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-article.liquid,schema:settings/7/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-article.liquid,schema:settings/19/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-banner-wrapper.liquid,schema:settings/2/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:settings/24/label,Couleur des images,Color des images
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:settings/27/label,Couleur des textes,Color des textes
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:settings/30/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:blocks/0/settings/2/label,Titre de l'image,Title de l'image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:blocks/0/settings/6/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:blocks/0/settings/7/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:blocks/0/settings/8/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/accordion-visual.liquid,schema:blocks/0/settings/14/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/breadcrumbs.liquid,schema:settings/0/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:settings/1/label,Couleur du texte,Color du texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/1/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/3/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/4/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/5/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/6/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/6/default,Titre du Slide,Title du Slide
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/7/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/8/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/14/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:blocks/0/settings/18/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:presets/0/blocks/0/settings/title,Titre du Slide 1,Title du Slide 1
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:presets/0/blocks/1/settings/title,Titre du Slide 2,Title du Slide 2
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/parallax-scroll.liquid,schema:presets/0/blocks/2/settings/title,Titre du Slide 3,Title du Slide 3
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text.liquid,schema:settings/2/label,Couleur d'arrière-plan,Color d'arrière-plan
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text.liquid,schema:blocks/0/settings/2/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text.liquid,schema:blocks/0/settings/5/label,Couleur du texte,Color du texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text.liquid,schema:blocks/0/settings/6/label,Couleur du contour texte,Color du contour texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/8/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/10/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/11/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/12/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/13/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/14/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/15/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/18/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/19/label,Couleur de fond de la carte,Color de fond de la carte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/20/label,Couleur du texte de la carte,Color du texte de la carte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/22/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/flip-flap-text.liquid,schema:settings/27/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/diaporama_version_finale.liquid,schema:blocks/0/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/diaporama_version_finale.liquid,schema:blocks/0/settings/15/label,Couleur du texte,Color du texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/11/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/13/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/14/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/15/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/16/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/18/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/19/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/20/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/21/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:settings/22/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:blocks/0/settings/4/label,Couleur de la valeur,Color de la valeur
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:blocks/0/settings/7/label,Couleur inactive,Color inactive
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:blocks/0/settings/8/label,Couleur active,Color active
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:blocks/0/settings/10/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:blocks/0/settings/11/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/animated-counters.liquid,schema:blocks/0/settings/17/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/1/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/2/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/7/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/9/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/10/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/11/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/12/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/14/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/15/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/16/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/17/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/18/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-tracking.liquid,schema:settings/20/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/7/settings/0/content,Documentation EN : [Price by Shopiweb](https://www.docs.shopiweb.fr/theme-premium/documentation/page-produit/produit-modele/prix),Documentation EN : [Price by Shopiweb](https://www.docs.shopiweb.fr/theme-premium/documentation/page-produit/produit-modele/price)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/14/settings/7/label,Fin de la couleur du trait,Fin de la color du trait
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/14/settings/12/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/14/settings/16/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/14/settings/20/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/14/settings/24/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/14/settings/28/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/15/settings/4/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/15/settings/5/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/15/settings/11/label,Couleur des titres,Color des titres
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/15/settings/12/label,Couleur du dernier titre,Color du dernier titre
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/16/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/16/settings/2/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/17/settings/4/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/17/settings/5/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/18/settings/6/label,Couleur,Color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/19/settings/8/label,Couleur du compteur,Color du compteur
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/20/settings/0/content,🏆 Application Estimation Livraison,🏆 Application Estimation Shipping
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/20/settings/8/label,Couleur des jours,Color des jours
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/22/settings/4/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/24/settings/3/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/24/settings/4/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/9/label,Couleur de Fond (Ouvert),Color de Fond (Ouvert)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/10/label,Couleur du Titre (Ouvert),Color du Title (Ouvert)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/11/label,Couleur de la Pastille - (Ouvert),Color de la Pastille - (Ouvert)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/12/label,Couleur du Signe - (Ouvert),Color du Signe - (Ouvert)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/14/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/19/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/23/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/27/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/31/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/25/settings/35/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/27/settings/5/label,Couleur des svg,Color des svg
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/28/settings/10/label,Couleur de la pagination,Color de la pagination
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/5/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/14/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/15/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/18/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/27/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/28/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/31/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/40/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/41/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/44/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/53/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/29/settings/54/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/30/settings/3/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/30/settings/4/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/30/settings/10/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/31/settings/5/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/32/settings/3/label,Titre de la Pop-up,Title de la Pop-up
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/template-product.liquid,schema:blocks/33/settings/1/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/15/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/20/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/22/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/23/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/24/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/25/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/26/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/27/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/33/label,Couleur du fondu,Color du fondu
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:settings/39/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:blocks/0/settings/2/label,Titre bouton,Title bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-explorer.liquid,schema:blocks/0/settings/2/default,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/0/settings/4/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/1/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/3/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/4/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/5/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-text-image.liquid,schema:blocks/1/settings/6/label,Titre,Title
